ora,minuti,secondi,millisecondi,mvmt,thr,motion_index,picco,state,pkt_s,channel,rssi,headcount
22,50,13,986,0.4541,0.2047,2.218368,1,MOTION,58,6,-49,1
22,50,15,624,0.5207,0.2047,2.543723,1,MOTION,60,6,-47,1
22,50,17,263,0.5622,0.2047,2.746458,1,MOTION,61,6,-46,1
22,50,18,940,0.4848,0.2047,2.368344,1,MOTION,56,6,-46,1
22,50,20,847,0.8947,0.2047,4.370787,1,MOTION,55,6,-47,1
22,50,22,586,0.6488,0.2047,3.169516,1,MOTION,56,6,-47,1
22,50,24,365,0.2501,0.2047,1.221788,1,MOTION,56,6,-45,1
22,50,26,68,0.1151,0.2047,0.562286,0,IDLE,58,6,-47,1
22,50,27,728,0.5755,0.2047,2.811431,1,MOTION,56,6,-48,1
22,50,29,362,0.5619,0.2047,2.744993,1,MOTION,61,6,-45,1
22,50,31,21,1.1421,0.2047,5.579384,1,MOTION,60,6,-47,1
22,50,32,725,2.1404,0.2047,10.456277,1,MOTION,61,6,-42,1
22,50,34,363,0.1081,0.2047,0.528090,0,MOTION,61,6,-44,1
22,50,36,3,0.0457,0.2047,0.223254,0,IDLE,61,6,-45,1
22,50,37,640,0.4145,0.2047,2.024915,1,IDLE,61,6,-48,1
22,50,39,131,1.5016,0.2047,7.335613,1,MOTION,64,6,-45,1
22,50,40,927,1.2033,0.2047,5.878359,1,MOTION,57,6,-44,1
22,50,42,658,1.0404,0.2047,5.082560,1,MOTION,58,6,-45,1
22,50,44,299,1.6508,0.2047,8.064485,1,MOTION,60,6,-50,1
22,50,46,40,4.0874,0.2047,19.967758,1,MOTION,54,6,-45,1
22,50,47,882,1.6017,0.2047,7.824621,1,MOTION,56,6,-43,1
22,50,49,521,1.9589,0.2047,9.569614,1,MOTION,61,6,-48,1
22,50,51,159,4.5545,0.2047,22.249634,1,MOTION,61,6,-45,1
22,50,52,901,1.5276,0.2047,7.462628,1,MOTION,57,6,-47,1
22,50,54,468,1.7481,0.2047,8.539814,1,MOTION,60,6,-46,1
22,50,56,175,3.4320,0.2047,16.765999,1,MOTION,58,6,-46,1
22,50,57,817,3.4264,0.2047,16.738642,1,MOTION,63,6,-42,1
22,50,59,466,1.9581,0.2047,9.565706,1,MOTION,57,6,-45,1
22,51,1,125,3.4487,0.2047,16.847582,1,MOTION,60,6,-46,2
22,51,3,39,1.6296,0.2047,7.960918,1,MOTION,55,6,-43,2
22,51,4,675,4.8961,0.2047,23.918417,1,MOTION,60,6,-55,2
22,51,6,318,7.4517,0.2047,36.403029,1,MOTION,62,6,-47,2
22,51,8,57,4.9755,0.2047,24.306302,1,MOTION,56,6,-49,2
22,51,9,796,4.0768,0.2047,19.915975,1,MOTION,57,6,-45,2
22,51,11,538,3.1464,0.2047,15.370787,1,MOTION,57,6,-46,2
22,51,13,176,4.6744,0.2047,22.835369,1,MOTION,60,6,-48,2
22,51,14,840,6.2798,0.2047,30.678065,1,MOTION,56,6,-47,2
22,51,16,658,5.9617,0.2047,29.124084,1,MOTION,58,6,-47,2
22,51,18,296,0.7796,0.2047,3.808500,1,MOTION,61,6,-45,2
22,51,19,933,1.1757,0.2047,5.743527,0,IDLE,57,6,-46,2
22,51,21,777,1.0059,0.2047,4.914021,1,MOTION,57,6,-49,2
22,51,23,561,3.2640,0.2047,15.945286,1,MOTION,54,6,-49,2
22,51,25,260,2.5150,0.2047,12.286273,1,MOTION,61,6,-42,2
22,51,26,817,1.2844,0.2047,6.274548,1,MOTION,60,6,-44,2
22,51,28,573,0.9375,0.2047,4.579873,1,MOTION,57,6,-43,2
22,51,30,100,0.8417,0.2047,4.111871,1,MOTION,65,6,-44,2
22,51,31,610,1.7127,0.2047,8.366878,1,MOTION,69,6,-50,2
22,51,33,350,0.8816,0.2047,4.306790,1,MOTION,58,6,-47,2
22,51,34,990,1.8969,0.2047,9.266732,1,MOTION,61,6,-48,2
22,51,36,831,0.6006,0.2047,2.934050,1,MOTION,54,6,-47,2
22,51,38,473,2.1503,0.2047,10.504641,1,MOTION,59,6,-49,2
22,51,40,315,4.2130,0.2047,20.581339,1,MOTION,55,6,-48,2
22,51,41,874,2.0365,0.2047,9.948705,1,MOTION,60,6,-46,2
22,51,43,590,2.8182,0.2047,13.767465,1,MOTION,64,6,-45,2
22,51,45,53,2.7596,0.2047,13.481192,1,MOTION,61,6,-44,2
22,51,46,766,3.5044,0.2047,17.119687,1,MOTION,64,6,-52,2
22,51,48,403,3.3800,0.2047,16.511969,1,MOTION,58,6,-46,2
22,51,50,145,2.3113,0.2047,11.291158,1,MOTION,60,6,-46,2
22,51,51,689,2.4620,0.2047,12.027357,1,MOTION,62,6,-51,2
22,51,53,421,3.1179,0.2047,15.231558,1,MOTION,59,6,-44,2
22,51,55,165,3.9847,0.2047,19.466048,1,MOTION,55,6,-47,2
22,51,56,826,5.1219,0.2047,25.021495,1,MOTION,56,6,-47,2
22,51,58,747,3.7069,0.2047,18.108940,1,MOTION,54,6,-48,2
22,52,0,388,2.3906,0.2047,11.678554,1,MOTION,61,6,-50,2
22,52,2,127,2.2213,0.2047,10.851490,1,MOTION,58,6,-45,2
22,52,3,665,0.8994,0.2047,4.393747,1,MOTION,60,6,-44,2
22,52,5,300,1.8730,0.2047,9.149976,1,IDLE,63,6,-50,2
22,52,6,939,0.5159,0.2047,2.520274,1,MOTION,62,6,-46,2
22,52,8,579,2.6609,0.2047,12.999023,1,MOTION,59,6,-42,2
22,52,10,319,6.0458,0.2047,29.534929,1,MOTION,58,6,-45,2
22,52,12,61,2.2204,0.2047,10.847093,1,MOTION,56,6,-46,2
22,52,13,798,2.9665,0.2047,14.491939,1,MOTION,57,6,-48,2
22,52,15,540,5.3296,0.2047,26.036150,1,MOTION,58,6,-43,2
22,52,17,94,4.5836,0.2047,22.391793,1,MOTION,61,6,-47,2
22,52,18,735,8.4162,0.2047,41.114802,1,MOTION,60,6,-48,2
22,52,20,456,1.1376,0.2047,5.557401,1,MOTION,60,6,-45,2
22,52,22,95,1.6876,0.2047,8.244260,1,MOTION,58,6,-47,2
22,52,23,734,6.1556,0.2047,30.071324,1,MOTION,61,6,-44,2
22,52,25,477,2.0451,0.2047,9.990718,1,MOTION,63,6,-51,2
22,52,27,112,1.6112,0.2047,7.871031,1,MOTION,58,6,-45,2
22,52,28,956,0.9003,0.2047,4.398144,1,MOTION,54,6,-48,2
22,52,30,698,1.6933,0.2047,8.272106,1,MOTION,57,6,-45,2
22,52,32,336,0.1032,0.2047,0.504152,0,IDLE,60,6,-43,2
22,52,33,877,0.0769,0.2047,0.375672,0,IDLE,61,6,-47,2
22,52,35,509,2.2061,0.2047,10.777235,1,MOTION,64,6,-48,2
22,52,37,66,3.2857,0.2047,16.051295,1,MOTION,61,6,-42,2
22,52,38,892,4.3107,0.2047,21.058622,1,MOTION,57,6,-44,2
22,52,40,631,1.3503,0.2047,6.596483,1,MOTION,57,6,-44,2
22,52,42,166,9.4485,0.2047,46.157792,1,MOTION,68,6,-46,2
22,52,43,906,5.1131,0.2047,24.978505,1,MOTION,55,6,-46,2
22,52,45,545,3.4949,0.2047,17.073278,1,MOTION,60,6,-48,2
22,52,47,92,1.5444,0.2047,7.544700,1,MOTION,61,6,-44,2
22,52,48,827,2.4671,0.2047,12.052272,1,MOTION,61,6,-44,2
22,52,50,465,1.2768,0.2047,6.237421,1,MOTION,63,6,-49,2
22,52,52,28,0.8169,0.2047,3.990718,1,MOTION,57,6,-45,2
22,52,53,739,1.0482,0.2047,5.120664,1,MOTION,61,6,-44,2
22,52,55,573,0.3716,0.2047,1.815340,1,MOTION,56,6,-47,2
22,52,57,323,0.9455,0.2047,4.618955,1,MOTION,54,6,-49,2
22,52,58,961,3.4959,0.2047,17.078163,1,MOTION,61,6,-46,2
22,53,0,703,1.7269,0.2047,8.436248,1,MOTION,56,6,-44,2
22,53,2,445,0.5534,0.2047,2.703468,1,MOTION,58,6,-43,2
22,53,4,82,2.0768,0.2047,10.145579,1,MOTION,60,6,-46,2
22,53,5,925,2.7377,0.2047,13.374206,1,MOTION,54,6,-44,2
22,53,7,460,1.7616,0.2047,8.605765,1,MOTION,64,6,-48,2
22,53,9,29,0.6396,0.2047,3.124573,1,MOTION,60,6,-44,2
22,53,10,739,2.1679,0.2047,10.590620,1,MOTION,61,6,-45,2
