ora,minuti,secondi,millisecondi,mvmt,thr,motion_index,picco,state,pkt_s,channel,rssi,headcount
23,2,5,96,0.0000,2.69,0.000000,0,IDLE,0,6,-43,0
23,2,6,663,0.0154,2.69,0.005725,0,IDLE,60,6,-42,0
23,2,8,472,0.0149,2.69,0.005539,0,IDLE,58,6,-41,0
23,2,10,213,0.0087,2.69,0.003234,0,IDLE,57,6,-42,0
23,2,11,851,0.0126,2.69,0.004684,0,IDLE,60,6,-42,0
23,2,13,592,0.0111,2.69,0.004126,0,IDLE,58,6,-41,0
23,2,15,120,0.0087,2.69,0.003234,0,IDLE,63,6,-43,0
23,2,16,870,0.0127,2.69,0.004721,0,IDLE,61,6,-42,0
23,2,18,423,0.0187,2.69,0.006952,0,IDLE,57,6,-41,0
23,2,20,250,0.0165,2.69,0.006134,0,IDLE,58,6,-42,0
23,2,21,787,0.0162,2.69,0.006022,0,IDLE,61,6,-42,0
23,2,23,629,0.0218,2.69,0.008104,0,IDLE,57,6,-43,0
23,2,25,265,0.0169,2.69,0.006283,0,IDLE,60,6,-41,0
23,2,26,816,0.0158,2.69,0.005874,0,IDLE,60,6,-41,0
23,2,28,543,0.0100,2.69,0.003717,0,IDLE,61,6,-41,0
23,2,30,184,0.0113,2.69,0.004201,0,IDLE,57,6,-43,0
23,2,31,923,0.0143,2.69,0.005316,0,IDLE,60,6,-42,0
23,2,33,662,0.0136,2.69,0.005056,0,IDLE,58,6,-41,0
23,2,35,200,0.0154,2.69,0.005725,0,IDLE,65,6,-41,0
23,2,36,735,2.3988,2.69,0.891747,0,IDLE,63,6,-41,0
23,2,38,479,0.0153,2.69,0.005688,0,IDLE,57,6,-41,0
23,2,40,113,0.0130,2.69,0.004833,0,IDLE,61,6,-41,0
23,2,41,661,0.0129,2.69,0.004796,0,IDLE,64,6,-41,0
23,2,43,393,0.0101,2.69,0.003755,0,IDLE,58,6,-41,0
23,2,45,34,0.0126,2.69,0.004684,0,IDLE,57,6,-41,0
23,2,46,724,0.0123,2.69,0.004572,0,IDLE,60,6,-41,0
23,2,48,515,0.0136,2.69,0.005056,0,IDLE,57,6,-41,0
23,2,50,253,0.0116,2.69,0.004312,0,IDLE,57,6,-41,0
23,2,51,993,0.0102,2.69,0.003792,0,IDLE,56,6,-43,0
23,2,53,734,0.0144,2.69,0.005353,0,IDLE,57,6,-42,0
23,2,55,378,0.0137,2.69,0.005093,0,IDLE,58,6,-42,0
23,2,57,40,0.0163,2.69,0.006059,0,IDLE,60,6,-41,0
23,2,58,751,0.0096,2.69,0.003569,0,IDLE,60,6,-43,0
23,3,0,594,0.0106,2.69,0.003941,0,IDLE,54,6,-43,0
23,3,2,45,0.0136,2.69,0.005056,0,IDLE,64,6,-41,0
23,3,3,771,0.0204,2.69,0.007584,0,IDLE,61,6,-42,0
23,3,5,615,0.0174,2.69,0.006468,0,IDLE,58,6,-43,0
23,3,7,152,0.0115,2.69,0.004275,0,IDLE,60,6,-41,0
23,3,9,0,0.0123,2.69,0.004572,0,IDLE,51,6,-41,0
23,3,10,839,0.6935,2.69,0.257807,0,IDLE,57,6,-41,0
23,3,12,579,0.0392,2.69,0.014572,0,IDLE,56,6,-41,0
23,3,14,321,0.0301,2.69,0.011190,0,IDLE,57,6,-41,0
23,3,16,62,0.0371,2.69,0.013792,0,IDLE,58,6,-41,0
23,3,17,698,0.0231,2.69,0.008587,0,IDLE,61,6,-42,0
23,3,19,136,0.0367,2.69,0.013643,0,IDLE,67,6,-41,0
23,3,20,895,0.0362,2.69,0.013457,0,IDLE,60,6,-43,0
23,3,22,817,0.0553,2.69,0.020558,0,IDLE,51,6,-42,0
23,3,24,566,0.0357,2.69,0.013271,0,IDLE,54,6,-41,0
23,3,26,196,0.0335,2.69,0.012454,0,IDLE,60,6,-41,0
23,3,27,736,0.0510,2.69,0.018959,0,IDLE,61,6,-43,0
23,3,29,576,0.0568,2.69,0.021115,0,IDLE,59,6,-41,0
23,3,31,112,0.0396,2.69,0.014721,0,IDLE,61,6,-41,0
23,3,32,648,0.0360,2.69,0.013383,0,IDLE,66,6,-43,0
23,3,34,303,0.0405,2.69,0.015056,0,IDLE,56,6,-41,0
23,3,35,841,0.4763,2.69,0.177063,0,IDLE,70,6,-43,0
23,3,37,360,0.0392,2.69,0.014572,0,IDLE,64,6,-41,0
23,3,38,998,0.0622,2.69,0.023123,0,IDLE,60,6,-41,0
23,3,40,566,0.0336,2.69,0.012491,0,IDLE,60,6,-43,0
23,3,42,178,0.0343,2.69,0.012751,0,IDLE,62,6,-43,0
23,3,43,725,0.0481,2.69,0.017881,0,IDLE,64,6,-43,0
23,3,45,76,0.0459,2.69,0.017063,0,IDLE,73,6,-42,0
23,3,46,678,0.0274,2.69,0.010186,0,IDLE,65,6,-43,0
23,3,48,251,0.0463,2.69,0.017212,0,IDLE,60,6,-42,0
23,3,49,956,0.0331,2.69,0.012305,0,IDLE,61,6,-40,0
23,3,51,593,0.2375,2.69,0.088290,0,IDLE,60,6,-41,0
23,3,53,231,0.0139,2.69,0.005167,0,IDLE,62,6,-41,0
23,3,54,986,0.0049,2.69,0.001822,0,IDLE,59,6,-41,0
23,3,56,610,0.0091,2.69,0.003383,0,IDLE,57,6,-41,0
23,3,58,249,0.0069,2.69,0.002565,0,IDLE,61,6,-41,0
23,3,59,871,0.0060,2.69,0.002230,0,IDLE,60,6,-41,0
23,4,1,322,0.0084,2.69,0.003123,0,IDLE,70,6,-42,1
23,4,2,857,0.0153,2.69,0.005688,0,IDLE,64,6,-42,1
23,4,4,701,0.0415,2.69,0.015428,0,IDLE,55,6,-46,1
23,4,6,444,0.2011,2.69,0.074758,0,IDLE,57,6,-48,1
23,4,8,50,0.4282,2.69,0.159182,0,IDLE,60,6,-44,1
23,4,9,720,0.6467,2.69,0.240409,0,IDLE,60,6,-44,1
23,4,11,562,0.4615,2.69,0.171561,0,IDLE,56,6,-47,1
23,4,13,100,1.5138,2.69,0.562751,0,IDLE,61,6,-44,1
23,4,14,942,1.9080,2.69,0.709294,0,IDLE,54,6,-47,1
23,4,16,480,1.6808,2.69,0.624833,0,IDLE,64,6,-44,1
23,4,18,19,7.1501,2.69,2.658030,1,MOTION,65,6,-46,1
23,4,19,755,2.6679,2.69,0.991784,0,MOTION,57,6,-44,1
23,4,21,496,2.1091,2.69,0.784052,0,IDLE,57,6,-48,1
23,4,23,340,1.6917,2.69,0.628885,0,IDLE,54,6,-47,1
23,4,24,802,1.0630,2.69,0.395167,0,IDLE,64,6,-46,1
23,4,26,514,1.0333,2.69,0.384126,0,IDLE,61,6,-50,1
23,4,28,154,4.3293,2.69,1.609405,1,IDLE,59,6,-50,1
23,4,29,893,2.5614,2.69,0.952193,0,MOTION,58,6,-45,1
23,4,31,429,3.8524,2.69,1.432119,1,IDLE,63,6,-48,1
23,4,33,69,0.6720,2.69,0.249814,0,IDLE,61,6,-47,1
23,4,34,708,0.1209,2.69,0.044944,0,IDLE,57,6,-45,1
23,4,36,549,0.4421,2.69,0.164349,0,IDLE,57,6,-41,1
23,4,38,105,0.3499,2.69,0.130074,0,IDLE,60,6,-48,1
23,4,39,826,1.3568,2.69,0.504387,0,IDLE,61,6,-47,1
23,4,41,394,1.7479,2.69,0.649777,0,IDLE,60,6,-47,1
23,4,42,950,0.3011,2.69,0.111933,0,IDLE,64,6,-46,1
23,4,44,742,0.0515,2.69,0.019145,0,IDLE,58,6,-47,1
23,4,46,482,0.1443,2.69,0.053643,0,IDLE,57,6,-51,1
23,4,48,34,0.2157,2.69,0.080186,0,IDLE,60,6,-47,1
23,4,49,763,0.1727,2.69,0.064201,0,IDLE,60,6,-44,1
23,4,51,399,0.6211,2.69,0.230892,0,IDLE,61,6,-47,1
23,4,52,957,10.8318,2.69,4.026691,1,MOTION,60,6,-46,1
23,4,54,781,8.6516,2.69,3.216208,1,MOTION,57,6,-47,1
23,4,56,416,2.5910,2.69,0.963197,0,MOTION,60,6,-46,1
23,4,57,953,0.5581,2.69,0.207472,0,IDLE,65,6,-48,1
23,4,59,796,1.4542,2.69,0.540595,0,IDLE,54,6,-46,1
23,5,1,436,1.0681,2.69,0.397063,0,IDLE,61,6,-46,1
23,5,3,74,1.1435,2.69,0.425093,0,IDLE,61,6,-46,1
23,5,4,712,7.8930,2.69,2.934201,1,IDLE,59,6,-44,1
23,5,6,454,5.8739,2.69,2.183606,1,MOTION,58,6,-43,1
23,5,7,989,2.6632,2.69,0.990037,0,MOTION,64,6,-45,1
23,5,9,659,0.3014,2.69,0.112045,0,IDLE,56,6,-46,1
23,5,11,368,0.3245,2.69,0.120632,0,IDLE,61,6,-45,1
23,5,13,111,0.1890,2.69,0.070260,0,IDLE,57,6,-47,1
23,5,14,848,0.0913,2.69,0.033941,0,IDLE,58,6,-47,1
23,5,16,590,0.4115,2.69,0.152974,0,IDLE,57,6,-48,1
23,5,18,127,0.4038,2.69,0.150112,0,IDLE,64,6,-42,1
23,5,19,765,0.4876,2.69,0.181264,0,IDLE,61,6,-47,1
23,5,21,404,0.2812,2.69,0.104535,0,IDLE,61,6,-47,1
23,5,23,47,0.2571,2.69,0.095576,0,IDLE,59,6,-45,1
23,5,24,783,0.2303,2.69,0.085613,0,IDLE,55,6,-46,1
23,5,26,523,0.4504,2.69,0.167435,0,IDLE,59,6,-49,1
23,5,28,161,0.4704,2.69,0.174870,0,IDLE,58,6,-48,1
23,5,30,5,0.1275,2.69,0.047398,0,IDLE,56,6,-43,1
23,5,31,850,0.2149,2.69,0.079888,0,IDLE,54,6,-46,1
23,5,33,561,0.3635,2.69,0.135130,0,IDLE,57,6,-46,1
23,5,35,330,0.2511,2.69,0.093346,0,IDLE,58,6,-48,1
23,5,36,984,0.1023,2.69,0.038030,0,IDLE,56,6,-45,1
23,5,38,712,0.2056,2.69,0.076431,0,IDLE,60,6,-47,1
23,5,40,373,1.0814,2.69,0.402007,0,IDLE,57,6,-46,1
23,5,42,90,1.1933,2.69,0.443606,0,IDLE,60,6,-47,1
23,5,43,831,0.0421,2.69,0.015651,0,IDLE,57,6,-45,1
23,5,45,593,0.3066,2.69,0.113978,0,IDLE,57,6,-43,1
23,5,47,245,0.3546,2.69,0.131822,0,IDLE,57,6,-48,1
23,5,48,950,0.3300,2.69,0.122677,0,IDLE,61,6,-45,1
23,5,50,588,0.2649,2.69,0.098476,0,IDLE,60,6,-46,1
23,5,52,433,0.3072,2.69,0.114201,0,IDLE,57,6,-47,1
23,5,54,7,0.7084,2.69,0.263346,0,IDLE,57,6,-42,1
23,5,55,702,0.0354,2.69,0.013160,0,IDLE,61,6,-44,1
23,5,57,449,0.2485,2.69,0.092379,0,IDLE,57,6,-49,1
23,5,59,296,0.1271,2.69,0.047249,0,IDLE,55,6,-47,1
23,12,0,599,0.0137,0.1454,0.094223,0,IDLE,61,6,-41,0
23,12,2,423,0.0189,0.1454,0.129986,0,IDLE,57,6,-41,0
23,12,4,64,0.0191,0.1454,0.131362,0,IDLE,61,6,-43,0
23,12,5,804,0.0222,0.1454,0.152682,0,IDLE,57,6,-43,0
23,12,7,619,0.0181,0.1454,0.124484,0,IDLE,55,6,-41,0
23,12,9,392,0.0192,0.1454,0.132050,0,IDLE,55,6,-43,0
23,12,10,943,0.0200,0.1454,0.137552,0,IDLE,60,6,-43,0
23,12,12,767,0.0123,0.1454,0.084594,0,IDLE,57,6,-42,0
23,12,14,406,0.0133,0.1454,0.091472,0,IDLE,60,6,-41,0
23,12,16,45,0.0102,0.1454,0.070151,0,IDLE,62,6,-41,0
23,12,17,683,0.0200,0.1454,0.137552,0,IDLE,60,6,-42,0
23,12,19,527,0.0155,0.1454,0.106602,0,IDLE,55,6,-41,0
23,12,21,165,0.0183,0.1454,0.125860,0,IDLE,59,6,-41,0
23,12,22,906,0.0185,0.1454,0.127235,0,IDLE,57,6,-41,0
23,12,24,441,1.8813,0.1454,12.938790,1,IDLE,61,6,-42,0
23,12,26,80,0.5884,0.1454,4.046768,1,MOTION,63,6,-41,0
23,12,27,732,0.0266,0.1454,0.182944,0,IDLE,57,6,-41,0
23,12,29,518,0.0175,0.1454,0.120358,0,IDLE,57,6,-41,0
23,12,31,98,0.0316,0.1454,0.217331,0,IDLE,63,6,-41,0
23,12,32,840,0.0330,0.1454,0.226960,0,IDLE,57,6,-43,0
23,12,34,479,0.0257,0.1454,0.176754,0,IDLE,61,6,-41,0
23,12,36,321,0.0141,0.1454,0.096974,0,IDLE,54,6,-41,0
23,12,38,62,0.0179,0.1454,0.123109,0,IDLE,57,6,-42,0
23,12,39,699,0.0152,0.1454,0.104539,0,IDLE,61,6,-42,0
23,12,41,236,0.0134,0.1454,0.092160,0,IDLE,63,6,-43,0
23,12,42,977,0.0495,0.1454,0.340440,0,IDLE,58,6,-42,0
23,12,44,515,0.0198,0.1454,0.136176,0,IDLE,63,6,-41,0
23,12,46,356,0.0277,0.1454,0.190509,0,IDLE,57,6,-41,0
23,12,48,96,0.0349,0.1454,0.240028,0,IDLE,54,6,-41,0
23,12,49,635,0.0308,0.1454,0.211829,0,IDLE,63,6,-41,0
23,12,51,273,0.0071,0.1454,0.048831,0,IDLE,60,6,-43,0
23,12,53,115,0.0185,0.1454,0.127235,0,IDLE,54,6,-41,0
23,12,54,858,0.0245,0.1454,0.168501,0,IDLE,56,6,-41,0
23,12,56,392,0.0242,0.1454,0.166437,0,IDLE,62,6,-43,0
23,12,58,236,0.5408,0.1454,3.719395,1,IDLE,59,6,-41,0
23,12,59,877,0.1805,0.1454,1.241403,1,MOTION,57,6,-41,0
23,13,1,446,0.0057,0.1454,0.039202,0,IDLE,61,6,-41,0
23,13,3,88,0.0061,0.1454,0.041953,0,IDLE,61,6,-41,0
23,13,4,891,0.0069,0.1454,0.047455,0,IDLE,58,6,-41,0
23,13,6,633,0.0061,0.1454,0.041953,0,IDLE,57,6,-41,0
23,13,8,272,0.0067,0.1454,0.046080,0,IDLE,57,6,-43,0
23,13,10,13,0.0054,0.1454,0.037139,0,IDLE,61,6,-42,0
23,13,11,756,0.0051,0.1454,0.035076,0,IDLE,57,6,-43,0
23,13,13,494,0.0042,0.1454,0.028886,0,IDLE,57,6,-43,0
23,13,15,23,0.0064,0.1454,0.044017,0,IDLE,63,6,-42,0
23,13,16,670,0.0080,0.1454,0.055021,0,IDLE,61,6,-41,0
23,13,18,229,0.0030,0.1454,0.020633,0,IDLE,61,6,-43,0
23,13,19,945,0.0079,0.1454,0.054333,0,IDLE,62,6,-41,0
23,13,21,408,0.0069,0.1454,0.047455,0,IDLE,63,6,-41,0
23,13,23,119,0.0078,0.1454,0.053645,0,IDLE,64,6,-41,0
23,13,24,758,0.0074,0.1454,0.050894,0,IDLE,58,6,-41,0
23,13,26,499,0.0050,0.1454,0.034388,0,IDLE,60,6,-43,0
23,13,28,38,0.0061,0.1454,0.041953,0,IDLE,62,6,-41,0
23,13,29,577,0.0063,0.1454,0.043329,0,IDLE,65,6,-42,0
23,13,31,211,0.1131,0.1454,0.777854,0,IDLE,61,6,-41,0
23,13,32,858,0.6456,0.1454,4.440165,1,MOTION,60,6,-41,0
23,13,34,589,0.0256,0.1454,0.176066,0,IDLE,58,6,-41,0
23,13,36,148,0.0133,0.1454,0.091472,0,IDLE,60,6,-43,0
23,13,37,970,0.0135,0.1454,0.092847,0,IDLE,58,6,-41,0
23,13,39,711,0.0511,0.1454,0.351444,0,IDLE,57,6,-41,0
23,13,41,246,0.4369,0.1454,3.004814,1,MOTION,61,6,-43,0
23,13,42,886,0.0092,0.1454,0.063274,0,IDLE,65,6,-41,0
23,13,44,420,0.0084,0.1454,0.057772,0,IDLE,63,6,-41,0
23,13,46,162,0.0094,0.1454,0.064649,0,IDLE,58,6,-41,0
23,13,47,699,0.0102,0.1454,0.070151,0,IDLE,64,6,-41,0
23,13,49,542,0.0102,0.1454,0.070151,0,IDLE,55,6,-41,0
23,13,51,180,0.0109,0.1454,0.074966,0,IDLE,60,6,-41,0
23,13,52,715,0.0121,0.1454,0.083219,0,IDLE,64,6,-42,0
23,13,54,457,0.0080,0.1454,0.055021,0,IDLE,58,6,-43,0
23,13,56,96,0.0042,0.1454,0.028886,0,IDLE,61,6,-43,0
23,13,57,733,0.3341,0.1454,2.297799,1,MOTION,59,6,-43,0
23,13,59,577,0.0178,0.1454,0.122421,0,MOTION,55,6,-41,0
23,14,1,114,0.0126,0.1454,0.086657,0,IDLE,63,6,-42,1
23,14,2,752,0.1231,0.1454,0.846630,0,IDLE,58,6,-47,1
23,14,4,286,0.4248,0.1454,2.921596,1,MOTION,65,6,-46,1
23,14,6,132,0.3197,0.1454,2.198762,1,MOTION,57,6,-45,1
23,14,7,769,0.0727,0.1454,0.500000,0,MOTION,60,6,-44,1
23,14,9,240,0.2199,0.1454,1.512380,1,IDLE,64,6,-46,1
23,14,10,944,0.1228,0.1454,0.844567,0,IDLE,61,6,-46,1
23,14,12,583,0.1100,0.1454,0.756534,0,IDLE,64,6,-46,1
23,14,14,325,0.2148,0.1454,1.477304,1,IDLE,57,6,-50,1
23,14,15,791,1.2462,0.1454,8.570839,1,MOTION,61,6,-46,1
23,14,17,600,0.7097,0.1454,4.881018,1,MOTION,58,6,-46,1
23,14,19,341,3.1741,0.1454,21.830124,1,MOTION,57,6,-47,1
23,14,20,878,3.0650,0.1454,21.079780,1,MOTION,64,6,-51,1
23,14,22,326,13.9090,0.1454,95.660248,1,MOTION,65,6,-47,1
23,14,24,156,1.8195,0.1454,12.513755,1,MOTION,57,6,-47,1
23,14,25,896,4.1475,0.1454,28.524759,1,MOTION,58,6,-46,1
23,14,27,636,1.2876,0.1454,8.855571,1,MOTION,57,6,-50,1
23,14,29,276,0.4195,0.1454,2.885144,1,MOTION,60,6,-48,1
23,14,30,803,0.7026,0.1454,4.832187,1,MOTION,63,6,-48,1
23,14,32,551,0.2533,0.1454,1.742091,1,MOTION,57,6,-47,1
23,14,34,294,1.7121,0.1454,11.775103,1,MOTION,57,6,-45,1
23,14,35,930,0.9218,0.1454,6.339752,1,MOTION,61,6,-46,1
23,14,37,570,10.5535,0.1454,72.582531,1,MOTION,60,6,-45,1
23,14,39,414,2.7849,0.1454,19.153370,1,MOTION,56,6,-47,1
23,14,41,50,1.1226,0.1454,7.720770,1,MOTION,55,6,-46,1
23,14,42,795,1.0277,0.1454,7.068088,1,MOTION,61,6,-46,1
23,14,44,253,1.8084,0.1454,12.437414,1,MOTION,63,6,-49,1
23,14,45,967,1.3278,0.1454,9.132050,1,MOTION,62,6,-49,1
23,14,47,503,3.1969,0.1454,21.986933,1,MOTION,64,6,-47,1
23,14,49,242,2.6954,0.1454,18.537827,1,MOTION,57,6,-47,1
23,14,50,882,1.5002,0.1454,10.317744,1,MOTION,61,6,-48,1
23,14,52,623,4.5351,0.1454,31.190509,1,MOTION,56,6,-53,1
23,14,54,467,9.3577,0.1454,64.358322,1,MOTION,56,6,-46,1
23,14,56,1,2.0512,0.1454,14.107290,1,MOTION,62,6,-44,1
23,14,57,640,1.6924,0.1454,11.639615,1,MOTION,60,6,-45,1
23,14,59,383,0.6943,0.1454,4.775103,1,MOTION,60,6,-48,1
23,15,1,20,0.9118,0.1454,6.270977,1,MOTION,60,6,-45,1
23,15,2,456,0.6635,0.1454,4.563274,1,MOTION,66,6,-47,1
23,15,3,394,1.1920,0.1454,8.198074,1,MOTION,97,6,-44,1
23,15,4,399,3.4204,0.1454,23.524072,1,MOTION,107,6,-43,1
23,15,5,425,0.9075,0.1454,6.241403,1,MOTION,106,6,-46,1
23,15,6,502,2.2414,0.1454,15.415406,1,MOTION,88,6,-48,1
23,15,7,573,0.9359,0.1454,6.436726,1,MOTION,91,6,-47,1
23,15,8,803,1.4319,0.1454,9.848006,1,MOTION,81,6,-49,1
23,15,10,544,8.6842,0.1454,59.726272,1,MOTION,59,6,-49,1
23,15,12,81,6.1472,0.1454,42.277854,1,MOTION,62,6,-48,1
23,15,13,719,1.6021,0.1454,11.018569,1,MOTION,60,6,-47,1
23,15,15,284,1.7862,0.1454,12.284732,1,MOTION,60,6,-45,1
23,15,17,100,0.2989,0.1454,2.055708,1,MOTION,58,6,-48,1
23,15,18,736,1.5971,0.1454,10.984182,1,MOTION,61,6,-49,1
23,15,20,187,0.5884,0.1454,4.046768,1,MOTION,64,6,-44,1
23,15,21,911,0.7421,0.1454,5.103851,1,MOTION,61,6,-47,1
23,15,23,653,3.6644,0.1454,25.202201,1,MOTION,57,6,-48,1
23,15,25,188,3.1828,0.1454,21.889959,1,MOTION,64,6,-51,1
23,15,26,835,1.3434,0.1454,9.239340,1,MOTION,58,6,-44,1
23,15,28,465,3.6156,0.1454,24.866575,1,MOTION,65,6,-47,1
23,15,30,2,1.3535,0.1454,9.308803,1,MOTION,65,6,-46,1
23,15,31,741,0.3758,0.1454,2.584594,1,MOTION,57,6,-45,1
23,15,33,383,2.0745,0.1454,14.267538,1,MOTION,61,6,-46,1
23,15,35,131,3.7943,0.1454,26.095598,1,MOTION,57,6,-46,1
23,15,36,761,1.4499,0.1454,9.971802,1,MOTION,60,6,-49,1
23,15,38,326,2.4543,0.1454,16.879642,1,MOTION,60,6,-51,1
23,15,40,175,0.4901,0.1454,3.370702,1,MOTION,57,6,-46,1
23,15,41,879,2.1103,0.1454,14.513755,1,MOTION,61,6,-47,1
23,15,43,621,0.7168,0.1454,4.929849,1,MOTION,55,6,-47,1
23,15,45,55,0.3994,0.1454,2.746905,1,MOTION,68,6,-47,1
23,15,46,604,1.1512,0.1454,7.917469,1,MOTION,61,6,-47,1
23,15,48,326,1.7275,0.1454,11.881018,1,MOTION,60,6,-47,1
23,15,50,175,2.6350,0.1454,18.122421,1,MOTION,54,6,-44,1
23,15,51,908,0.0429,0.1454,0.295048,0,MOTION,57,6,-46,1
23,15,53,565,0.0417,0.1454,0.286795,0,IDLE,61,6,-46,1
23,15,55,196,0.4889,0.1454,3.362448,1,MOTION,60,6,-48,1
23,15,56,847,0.4653,0.1454,3.200138,1,MOTION,58,6,-47,1
23,15,58,572,0.3730,0.1454,2.565337,1,MOTION,61,6,-46,1
23,23,0,895,0.0280,0.1732,0.161663,0,IDLE,57,6,-41,0
23,23,2,430,0.0262,0.1732,0.151270,0,IDLE,64,6,-41,0
23,23,4,169,0.0229,0.1732,0.132217,0,IDLE,57,6,-41,0
23,23,6,16,0.0303,0.1732,0.174942,0,IDLE,54,6,-41,0
23,23,7,646,0.0312,0.1732,0.180139,0,IDLE,61,6,-41,0
23,23,9,395,0.0242,0.1732,0.139723,0,IDLE,56,6,-41,0
23,23,11,8,0.0404,0.1732,0.233256,0,IDLE,61,6,-41,0
23,23,12,587,0.0323,0.1732,0.186490,0,IDLE,65,6,-41,0
23,23,14,206,0.0383,0.1732,0.221132,0,IDLE,61,6,-41,0
23,23,15,844,0.2756,0.1732,1.591224,1,MOTION,60,6,-41,0
23,23,17,600,0.0334,0.1732,0.192841,0,IDLE,57,6,-41,0
23,23,19,354,0.0372,0.1732,0.214781,0,IDLE,58,6,-41,0
23,23,21,72,0.0531,0.1732,0.306582,0,IDLE,56,6,-41,0
23,23,22,911,0.0364,0.1732,0.210162,0,IDLE,54,6,-41,0
23,23,24,651,0.0187,0.1732,0.107968,0,IDLE,57,6,-41,0
23,23,26,290,0.0269,0.1732,0.155312,0,IDLE,60,6,-41,0
23,23,27,722,0.0428,0.1732,0.247113,0,IDLE,65,6,-41,0
23,23,29,465,0.0303,0.1732,0.174942,0,IDLE,59,6,-41,0
23,23,31,205,0.0339,0.1732,0.195727,0,IDLE,58,6,-41,0
23,23,32,844,0.0425,0.1732,0.245381,0,IDLE,61,6,-41,0
23,23,34,687,0.0271,0.1732,0.156467,0,IDLE,54,6,-41,0
23,23,36,226,0.0326,0.1732,0.188222,0,IDLE,63,6,-41,0
23,23,37,965,0.0236,0.1732,0.136259,0,IDLE,58,6,-41,0
23,23,39,706,0.0336,0.1732,0.193995,0,IDLE,57,6,-41,0
23,23,41,446,0.0242,0.1732,0.139723,0,IDLE,60,6,-41,0
23,23,43,87,0.0426,0.1732,0.245958,0,IDLE,57,6,-41,0
23,23,44,724,0.0325,0.1732,0.187644,0,IDLE,61,6,-41,0
23,23,46,671,0.0363,0.1732,0.209584,0,IDLE,51,6,-41,0
23,23,48,307,0.0296,0.1732,0.170901,0,IDLE,60,6,-41,0
23,23,50,39,0.1883,0.1732,1.087182,1,MOTION,56,6,-41,0
23,23,51,893,0.0777,0.1732,0.448614,0,IDLE,54,6,-41,0
23,23,53,429,0.0650,0.1732,0.375289,0,IDLE,64,6,-41,0
23,23,55,374,0.0738,0.1732,0.426097,0,IDLE,52,6,-41,0
23,23,57,12,0.0752,0.1732,0.434180,0,IDLE,59,6,-41,0
23,23,58,753,0.0325,0.1732,0.187644,0,IDLE,57,6,-41,0
23,24,0,398,0.0695,0.1732,0.401270,0,IDLE,57,6,-41,0
23,24,2,44,0.0727,0.1732,0.419746,0,IDLE,60,6,-41,0
23,24,3,770,0.0838,0.1732,0.483834,0,IDLE,61,6,-41,0
23,24,5,513,0.1067,0.1732,0.616051,0,IDLE,56,6,-41,0
23,24,7,254,0.1272,0.1732,0.734411,0,IDLE,60,6,-41,0
23,24,8,994,0.0811,0.1732,0.468245,0,IDLE,57,6,-41,0
23,24,10,634,0.0910,0.1732,0.525404,0,IDLE,58,6,-41,0
23,24,12,380,0.0623,0.1732,0.359700,0,IDLE,53,6,-41,0
23,24,14,133,0.0907,0.1732,0.523672,0,IDLE,57,6,-41,0
23,24,15,854,0.1230,0.1732,0.710162,0,IDLE,61,6,-41,0
23,24,17,601,0.0647,0.1732,0.373557,0,IDLE,57,6,-41,0
23,24,19,137,0.0969,0.1732,0.559469,0,IDLE,61,6,-41,0
23,24,20,787,0.1133,0.1732,0.654157,0,IDLE,60,6,-41,0
23,24,22,702,0.0860,0.1732,0.496536,0,IDLE,57,6,-41,0
23,24,24,253,0.1582,0.1732,0.913395,0,MOTION,62,6,-41,0
23,24,25,900,0.0042,0.1732,0.024249,0,IDLE,57,6,-41,0
23,24,27,620,0.0048,0.1732,0.027714,0,IDLE,61,6,-41,0
23,24,29,167,0.0077,0.1732,0.044457,0,IDLE,63,6,-41,0
23,24,30,884,0.0039,0.1732,0.022517,0,IDLE,57,6,-41,0
23,24,32,639,0.0051,0.1732,0.029446,0,IDLE,57,6,-41,0
23,24,34,289,0.0041,0.1732,0.023672,0,IDLE,61,6,-41,0
23,24,35,843,0.0049,0.1732,0.028291,0,IDLE,60,6,-41,0
23,24,37,557,0.0083,0.1732,0.047921,0,IDLE,61,6,-41,0
23,24,39,218,0.0055,0.1732,0.031755,0,IDLE,60,6,-41,0
23,24,40,841,0.0044,0.1732,0.025404,0,IDLE,60,6,-41,0
23,24,42,584,0.0049,0.1732,0.028291,0,IDLE,58,6,-41,0
23,24,44,119,0.0065,0.1732,0.037529,0,IDLE,64,6,-41,0
23,24,45,810,0.0059,0.1732,0.034065,0,IDLE,56,6,-41,0
23,24,47,691,0.0047,0.1732,0.027136,0,IDLE,54,6,-41,0
23,24,49,446,0.0043,0.1732,0.024827,0,IDLE,59,6,-41,0
23,24,50,985,0.0035,0.1732,0.020208,0,IDLE,58,6,-41,0
23,24,52,823,0.0054,0.1732,0.031178,0,IDLE,59,6,-41,0
23,24,54,564,0.0043,0.1732,0.024827,0,IDLE,54,6,-41,0
23,24,56,211,0.1134,0.1732,0.654734,0,IDLE,57,6,-41,0
23,24,57,630,0.1610,0.1732,0.929561,0,MOTION,70,6,-41,0
23,24,59,298,0.0038,0.1732,0.021940,0,IDLE,59,6,-41,0
23,25,1,119,0.0075,0.1732,0.043303,0,IDLE,58,6,-41,1
23,25,2,661,0.0425,0.1732,0.245381,0,IDLE,61,6,-44,1
23,25,4,394,0.1454,0.1732,0.839492,0,IDLE,60,6,-49,1
